College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Courses,Facilities,City,State,Country,College Type,Average Fees
Nehru Gram Bharati,Co-Ed,76 Acres,6267,125,2008,,,B.Tech Electronics and Communication Engineering,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Transport, Moot Court, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Kotwan,Uttar Pradesh,India,Private,40436.79245
Global Open University,Co-Ed,,1866,66,2006,,,,"Library, IT Infrastructure, Classrooms, Laboratories",Dimapur,Nagaland,India,Private,22570.04695
Maharashtra Animal and Fishery Sciences University,Co-Ed,,,74,2002,,,,"Library, Wifi, Alumni Associations",Nagpur,Maharashtra,India,Public/Government,44430
Nagaland University,Co-Ed,240 Acres,2534,58,1994,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Auditorium, Medical/Hospital, IT Infrastructure, Transport",Lumami,Nagaland,India,Public/Government,25507.75
Chaibasa Engineering College,Co-Ed,35 Acres,956,61,2013,,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Kelende,Jharkhand,India,Private,120000
MS Ramaiah Polytechnic,Co-Ed,,738,52,1997,,,,"Library, IT Infrastructure, Laboratories",Bengaluru,Karnataka,India,Private,29945.71429
Government Polytechnic,Co-Ed,30 Acres,2346,87,1980,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Nashik,Maharashtra,India,Public/Government,22653.84615
Little Flower Polytechnic,Co-Ed,,1347,2,2010,,,,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Transport, Laboratories",Gorakhpur,Uttar Pradesh,India,Private,90000
Maharashtra Institute of Printing Technology,Co-Ed,,195,3,1978,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, IT Infrastructure, Laboratories, Alumni Associations",Pune,Maharashtra,India,Private,79826.66667
SV Government Polytechnic,Co-Ed,,1742,49,1957,,,,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure",Tirupati,Andhra Pradesh,India,Public/Government,10327.27273
KJ College of Engineering and Management Research,Co-Ed,110 Acres,1224,69,2009,,"Savitribai Phule Pune University, Pune",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility",Yewalewadi,Maharashtra,India,Private,282090.9091
East West College of Engineering,Co-Ed,3 Acres,,60,2015,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Library, Sports, Wifi, IT Infrastructure, Transport, Laboratories",Bengaluru,Karnataka,India,Private,2000000
Al-Ameen Educational and Medical Foundation's College of Engineering and Management Study,Co-Ed,15 Acres,207,38,2008,,"Savitribai Phule Pune University, Pune",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Guest Room",Koregaon Bhima,Maharashtra,India,Private,189000
Silicon Institute of Technology,Co-Ed,37 Acres,252,81,2009,,"Biju Patnaik University of Technology, Rourkela","B.Tech Electrical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Sambalpur,Odisha,India,Private,340000
Dr Bhimrao Ambedkar Engineering College of Information Technology,Co-Ed,,,,2009,,"Dr APJ Abdul Kalam Technical University, Lucknow",,"Boys Hostel, Girls Hostel, Library, Sports, Medical/Hospital, IT Infrastructure",Chandpur,Uttar Pradesh,India,Private,255000
Vivekanandha College of Engineering for Women,Female,26 Acres,1694,155,2001,2.82,"Anna University, Chennai",,"Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Tiruchengode,Tamil Nadu,India,Private,216545.4545
Aadishwar College of Technology,Co-Ed,25 Acres,855,93,2009,,"Gujarat Technological University, Ahmedabad","B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Alumni Associations",Bhoyan Rathod,Gujarat,India,Private,263500
St Xavier's Catholic College of Engineering,Co-Ed,25 Acres,2214,168,1998,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Nagercoil,Tamil Nadu,India,Private,138750
Sreenivasa Institute of Technology and Management Studies,Co-Ed,,2204,184,1998,,"Jawaharlal Nehru Technological University, Anantapur","B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Kodigunta,Andhra Pradesh,India,Private,153884.6154
Rishi MS Institute of Engineering and Technology for Women,Female,5 Acres,376,65,2009,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Hyderabad,Telangana,India,Private,140000
RTE Society's Rural Engineering College,Co-Ed,,891,79,1980,,"Visvesvaraya Technological University, Belagavi","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Guest Room, Banks Facilities",Hulkoti,Karnataka,India,Private,200000
Rajiv Gandhi College of Engineering,Co-Ed,41 Acres,1471,91,1983,,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Chandrapur,Maharashtra,India,Private,343400
Nehru College of Engineering and Research Centre,Co-Ed,,1713,160,2002,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room, Banks Facilities",Pambadi,Kerala,India,Private,297750
Nadgir Institute of Engineering and Technology,Co-Ed,,,65,2004,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Bengaluru,Karnataka,India,Private,220000
Mount Zion College of Engineering,Co-Ed,10 Acres,820,111,2001,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Kadammanitta,Kerala,India,Private,133333.3333
Moradabad Institute of Technology,Co-Ed,13 Acres,1583,117,1996,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Electrical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations",Moradabad,Uttar Pradesh,India,Private,329166.6667
Malabar College of Engineering and Technology,Co-Ed,,968,129,2009,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Pallur,Kerala,India,Private,300000
Lucknow Model Institute of Technology and Management,Co-Ed,10 Acres,87,73,2009,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Guest Room",Lucknow,Uttar Pradesh,India,Private,328000
Lingayas Institute of Management and Technology,Co-Ed,15 Acres,1035,117,2008,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Vijayawada,Andhra Pradesh,India,Private,152400
Krishna Institute of Technology,Co-Ed,,,102,2008,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories",Kanpur,Uttar Pradesh,India,Private,305000
Krishna Chaitanya Institute of Technology and Sciences,Co-Ed,40 Acres,1465,87,2008,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Idupur,Andhra Pradesh,India,Private,149000
Kavikulguru Institute of Technology and Science,Co-Ed,,1865,120,1985,,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Parsoda,Maharashtra,India,Private,345444.4444
KLN College of Engineering,Co-Ed,54 Acres,2294,205,1994,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Alumni Associations, Guest Room",Kusavapatti,Tamil Nadu,India,Private,234444.4444
Jawaharlal Darda Institute of Engineering and Technology,Co-Ed,20 Acres,1280,40,1996,,"Sant Gadge Baba Amravati University, Amravati",,"Boys Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Yavatmal,Maharashtra,India,Private,248000
Jaihind College of Engineering,Co-Ed,10 Acres,961,25,2010,,"Savitribai Phule Pune University, Pune",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Pune,Maharashtra,India,Private,182285.7143
ISB and M School of Technology,Co-Ed,10 Acres,412,36,2010,,"Savitribai Phule Pune University, Pune",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Alumni Associations, Parking Facility, Guest Room",Nande,Maharashtra,India,Private,311000
Indur Institute of Engineering and Technology,Co-Ed,,1166,162,2001,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Ponnala,Telangana,India,Private,126571.4286
Goel Institute of Technology and Management,Co-Ed,,1863,180,2008,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Lucknow,Uttar Pradesh,India,Private,240642.8571
Global Institute of Engineering and Technology,Co-Ed,30 Acres,400,92,2006,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Hyderabad,Telangana,India,Private,121000
Genba Sopanrao Moze College of Engineering,Co-Ed,,1836,76,1999,,"Savitribai Phule Pune University, Pune","B.Tech Mechanical Engineering, B.Tech Civil Engineering","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,344000
Excel Engineering College,Co-Ed,12 Acres,2387,218,2007,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Pallakapalayam,Tamil Nadu,India,Private,135000
EASA College of Engineering and Technology,Co-Ed,,1216,161,2008,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Guest Room, Banks Facilities",Thirumalayampalayam,Tamil Nadu,India,Private,160000
EGS Pillay Engineering College,Co-Ed,37 Acres,2556,211,1995,3.02,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Nagapattinam,Tamil Nadu,India,Private,167500
Don Bosco College of Engineering,Co-Ed,,1162,59,2011,,"Goa University,Taleigao Plateau, Goa","B.Tech Mechanical Engineering, B.Tech Civil Engineering","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",Margao,Goa,India,Private,489000
Delhi College of Technology and Management,Co-Ed,12 Acres,633,72,2008,,"JC Bose University of Science and Technology, YMCA, Faridabad","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Khetala,Haryana,India,Private,248250
College of Engineering,Co-Ed,,509,28,2004,,"APJ Abdul Kalam Technological University, Thiruvananthapuram",B.Tech Electronics and Communication Engineering,"Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Alumni Associations",Thavanakkadavu,Kerala,India,Public/Government,228000
Chaitanya Engineering College,Co-Ed,50 Acres,772,234,2002,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Visakhapatnam,Andhra Pradesh,India,Private,101050
BSA College of Engineering and Technology,Co-Ed,15 Acres,,157,1997,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Mathura,Uttar Pradesh,India,Private,219500
Aurora's Technical and Management Campus,Co-Ed,,1892,187,2010,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering","Boys Hostel, Girls Hostel, Library, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Alumni Associations",Hyderabad,Telangana,India,Private,140000
Aurangabad College of Engineering,Co-Ed,,608,77,2010,,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",,"Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Aurangabad,Maharashtra,India,Private,144000
Arjun College of Technology and Sciences,Co-Ed,10 Acres,466,148,2006,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Mazidpur,Telangana,India,Private,98047.61905
Anand International College of Engineering,Co-Ed,,994,105,2010,,"Rajasthan Technical University, Kota","B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Jaipur,Rajasthan,India,Private,319000
Aditya College of Technology and Science,Co-Ed,,,179,2007,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Satna,Madhya Pradesh,India,Private,155413.3333
Rungta Engineering College,Co-Ed,75 Acres,905,129,2009,,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Raipur,Chhattisgarh,India,Private,240272.7273
Acropolis Institute of Technology and Research,Co-Ed,,,44,2007,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",,"Boys Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Alumni Associations",Bhopal,Madhya Pradesh,India,Private,215571.4286
NIMRA Institute of Science and Technology,Co-Ed,5 Acres,288,69,2006,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Ibrahimpatnam,Telangana,India,Private,178666.6667
Raksha Shakti University,Co-Ed,230 Acres,629,20,2011,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Medical/Hospital, IT Infrastructure, Classrooms, Transport, Laboratories, Guest Room",Ahmedabad,Gujarat,India,Public/Government,48505
Shree Swaminarayan Institute of Technology,Co-Ed,,1053,65,2001,,"Gujarat Technological University, Ahmedabad",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Guest Room",Ahmedabad,Gujarat,India,Private,235333.3333
Trident Academy of Technology,Co-Ed,,2312,192,2005,,"Biju Patnaik University of Technology, Rourkela","B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Electrical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Bhubaneswar,Odisha,India,Private,334000
JLD Engineering and Management College,Co-Ed,11 Acres,293,44,2015,,"Maulana Abul Kalam Azad University of Technology, Kolkata","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Guest Room",Begampur,West Bengal,India,Private,321000
Academy of Scientific and Innovative Research Chennai ,Co-Ed,,4275,2453,2010,,,,"Boys Hostel, Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, IT Infrastructure, Alumni Associations",Chennai,Tamil Nadu,India,Public/Government,325500
Hindustan Institute of Maritime Training,Co-Ed,,,39,1998,,"Indian Maritime University, Chennai",,"Boys Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport",Chennai,Tamil Nadu,India,Private,762500
Sanskrithi School of Engineering,Co-Ed,,512,45,2015,,"Jawaharlal Nehru Technological University, Anantapur",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Transport, Laboratories, Swimming Pool",Puttaparthi,Andhra Pradesh,India,Private,140000
Indo German Tool Room,Co-Ed,,341,32,1990,,,,"Boys Hostel, Girls Hostel, Library, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations",Aurangabad,Maharashtra,India,Public/Government,109500
Government Polytechnic,Co-Ed,,2042,90,1955,,,,"Boys Hostel, Girls Hostel, Library, IT Infrastructure, Laboratories, Alumni Associations",Aurangabad,Maharashtra,India,Public/Government,22653.84615
Cusrow Wadia Institute of Technology,Co-Ed,,1256,49,1938,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,87760
Lucknow Polytechnic,Co-Ed,,1434,7,1922,,,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure, Laboratories, Guest Room, Banks Facilities",Lucknow,Uttar Pradesh,India,Private,56915
Government Polytechnic College,Co-Ed,52 Acres,1175,16,1945,,,,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Laboratories",Coimbatore,Tamil Nadu,India,Public/Government,8769.230769
Ch Ranbir Singh State Institute of Engineering and Technology,Co-Ed,40 Acres,202,7,2017,,"Maharshi Dayanand University, Rohtak","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Library, Sports, IT Infrastructure, Classrooms, Laboratories, Parking Facility, Guest Room",Jhajjar,Haryana,India,Public/Government,160000
Dr DY Patil College of Architecture,Co-Ed,5 Acres,565,39,2000,,"Savitribai Phule Pune University, Pune",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,328500
Anjuman Institute of Technology and Management,Male,50 Acres,634,68,1980,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Bhatkal,Karnataka,India,Private,273666.6667
Mahant Bachittar Singh College of Engineering and Technology,Co-Ed,,1088,69,1999,,"University of Jammu, Jammu",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Guest Room",Jammu,Jammu and Kashmir,India,Private,170333.3333
Parul Institute of Architecture and Research,Co-Ed,,441,72,2012,,"Gujarat Technological University, Ahmedabad",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Alumni Associations, Guest Room, Banks Facilities",Limda,Gujarat,India,Private,487500
HR Institute of Technology,Co-Ed,23 Acres,,208,2005,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Alumni Associations",Ghaziabad,Uttar Pradesh,India,Private,296142.8571
VNS Group of Institutions,Co-Ed,,1361,168,1994,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal","B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room",Barkheda Nathu,Madhya Pradesh,India,Private,223307.6923
Viswanadha Institute of Technology and Management,Co-Ed,20 Acres,914,122,1998,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Mindivanipalem,Andhra Pradesh,India,Private,120285.7143
Thejus Engineering College,Co-Ed,11 Acres,1679,136,2009,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store",Vellarakkad,Kerala,India,Private,241636.3636
Talla Padmavathi College of Engineering,Co-Ed,3 Acres,1134,109,2008,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Parking Facility, Guest Room",Kazipet,Telangana,India,Private,127958.3333
Sriram Engineering College,Co-Ed,,615,110,1993,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Perumalpattu,Tamil Nadu,India,Private,185000
